time,temperature_2m,relative_humidity_2m,wind_speed_10m
2024-05-08 16:00:00,18.2,76,2.5
2024-05-08 17:00:00,16.5,90,3.4
2024-05-08 18:00:00,14.4,93,7.2
2024-05-08 19:00:00,15.0,87,3.6
2024-05-08 20:00:00,13.4,95,3.8
2024-05-08 21:00:00,13.4,94,5.0
2024-05-08 22:00:00,12.6,96,4.6
2024-05-08 23:00:00,12.4,97,4.4
2024-05-09 00:00:00,11.9,99,2.9
2024-05-09 01:00:00,10.6,100,4.2
2024-05-09 02:00:00,10.6,100,4.5
2024-05-09 03:00:00,11.2,98,3.1
2024-05-09 04:00:00,10.4,99,4.7
2024-05-09 05:00:00,10.1,99,5.4
2024-05-09 06:00:00,11.1,98,1.9
2024-05-09 07:00:00,11.9,99,2.5
2024-05-09 08:00:00,13.3,96,1.8
2024-05-09 09:00:00,13.9,93,0.8
2024-05-09 10:00:00,14.8,88,2.3
2024-05-09 11:00:00,15.1,88,3.7
2024-05-09 12:00:00,17.0,82,2.0
2024-05-09 13:00:00,18.7,72,5.2
2024-05-09 14:00:00,17.4,80,12.0
2024-05-09 15:00:00,17.2,81,4.9
2024-05-09 16:00:00,15.6,90,3.8
2024-05-09 17:00:00,15.4,90,4.0
2024-05-09 18:00:00,14.1,99,2.6
2024-05-09 19:00:00,13.4,98,3.8
2024-05-09 20:00:00,13.1,100,2.9
2024-05-09 21:00:00,12.8,100,2.6
2024-05-09 22:00:00,12.6,99,2.5
2024-05-09 23:00:00,12.9,99,0.4
2024-05-10 00:00:00,12.9,96,1.1
2024-05-10 01:00:00,12.6,98,0.7
2024-05-10 02:00:00,12.0,100,2.2
2024-05-10 03:00:00,11.6,100,2.3
2024-05-10 04:00:00,11.6,100,1.8
2024-05-10 05:00:00,11.8,100,1.8
2024-05-10 06:00:00,12.1,98,0.5
2024-05-10 07:00:00,12.9,95,2.9
2024-05-10 08:00:00,14.3,88,3.1
2024-05-10 09:00:00,16.4,82,3.4
2024-05-10 10:00:00,18.7,70,5.2
2024-05-10 11:00:00,19.6,57,10.5
2024-05-10 12:00:00,20.1,54,12.9
2024-05-10 13:00:00,19.4,56,12.5
2024-05-10 14:00:00,19.9,53,12.1
2024-05-10 15:00:00,19.0,56,8.7
2024-05-10 16:00:00,19.0,56,6.1
2024-05-10 17:00:00,17.5,64,7.4
2024-05-10 18:00:00,15.3,76,4.9
2024-05-10 19:00:00,14.2,82,3.4
2024-05-10 20:00:00,13.6,93,3.9
2024-05-10 21:00:00,12.2,94,3.3
2024-05-10 22:00:00,12.2,92,2.5
2024-05-10 23:00:00,11.9,95,2.6
2024-05-11 00:00:00,12.1,92,2.4
2024-05-11 01:00:00,9.7,98,3.5
2024-05-11 02:00:00,10.8,97,2.6
2024-05-11 03:00:00,11.4,96,3.0
2024-05-11 04:00:00,11.2,96,1.4
2024-05-11 05:00:00,9.7,100,3.3
2024-05-11 06:00:00,9.6,100,2.6
2024-05-11 07:00:00,12.9,89,0.8
2024-05-11 08:00:00,15.6,75,1.3
2024-05-11 09:00:00,16.9,70,3.6
2024-05-11 10:00:00,19.0,61,3.3
2024-05-11 11:00:00,20.2,55,5.9
2024-05-11 12:00:00,22.2,45,10.9
2024-05-11 13:00:00,22.0,46,13.6
2024-05-11 14:00:00,20.1,52,11.3
2024-05-11 15:00:00,18.8,59,1.1
2024-05-11 16:00:00,18.7,59,1.3
2024-05-11 17:00:00,17.5,67,1.0
2024-05-11 18:00:00,16.3,76,2.3
2024-05-11 19:00:00,14.1,89,5.6
2024-05-11 20:00:00,12.8,90,3.9
2024-05-11 21:00:00,11.6,93,4.8
2024-05-11 22:00:00,11.1,93,1.5
2024-05-11 23:00:00,11.6,93,3.7
2024-05-12 00:00:00,10.8,97,3.8
2024-05-12 01:00:00,10.5,97,2.9
2024-05-12 02:00:00,10.6,94,4.0
2024-05-12 03:00:00,10.1,96,5.9
2024-05-12 04:00:00,11.1,93,3.0
2024-05-12 05:00:00,9.6,97,4.4
2024-05-12 06:00:00,10.6,96,2.6
2024-05-12 07:00:00,11.9,92,2.1
2024-05-12 08:00:00,15.1,82,1.8
2024-05-12 09:00:00,17.8,70,0.4
2024-05-12 10:00:00,19.6,60,1.1
2024-05-12 11:00:00,19.0,64,4.7
2024-05-12 12:00:00,17.9,75,9.5
2024-05-12 13:00:00,18.4,76,5.9
2024-05-12 14:00:00,18.9,72,6.2
2024-05-12 15:00:00,19.6,66,5.8
2024-05-12 16:00:00,17.8,72,9.0
2024-05-12 17:00:00,15.4,88,1.3
2024-05-12 18:00:00,14.3,97,2.4
2024-05-12 19:00:00,13.4,100,2.8
2024-05-12 20:00:00,13.1,100,2.9
2024-05-12 21:00:00,13.3,99,2.0
2024-05-12 22:00:00,13.2,99,1.5
2024-05-12 23:00:00,13.1,99,1.1
2024-05-13 00:00:00,12.6,100,1.8
2024-05-13 01:00:00,12.0,100,4.2
2024-05-13 02:00:00,11.6,100,3.6
2024-05-13 03:00:00,11.5,99,1.9
2024-05-13 04:00:00,11.7,99,1.9
2024-05-13 05:00:00,11.4,99,1.5
2024-05-13 06:00:00,11.1,99,2.6
2024-05-13 07:00:00,13.1,95,3.0
2024-05-13 08:00:00,14.6,92,3.5
2024-05-13 09:00:00,16.8,80,4.9
2024-05-13 10:00:00,19.3,65,6.6
2024-05-13 11:00:00,21.3,56,8.9
2024-05-13 12:00:00,22.0,53,11.4
2024-05-13 13:00:00,21.5,56,11.1
2024-05-13 14:00:00,21.3,57,9.8
2024-05-13 15:00:00,20.7,57,11.9
2024-05-13 16:00:00,19.7,61,11.8
2024-05-13 17:00:00,18.8,65,9.6
2024-05-13 18:00:00,16.4,77,6.6
2024-05-13 19:00:00,14.5,86,6.0
2024-05-13 20:00:00,12.6,93,4.3
2024-05-13 21:00:00,11.6,96,5.4
2024-05-13 22:00:00,10.8,96,5.7
2024-05-13 23:00:00,10.6,97,5.8
2024-05-14 00:00:00,10.6,98,3.2
2024-05-14 01:00:00,10.8,97,4.3
2024-05-14 02:00:00,10.0,98,4.2
2024-05-14 03:00:00,9.3,99,4.6
2024-05-14 04:00:00,9.1,99,3.8
2024-05-14 05:00:00,8.8,99,4.3
2024-05-14 06:00:00,8.6,98,2.5
2024-05-14 07:00:00,12.0,88,1.1
2024-05-14 08:00:00,15.6,78,3.8
2024-05-14 09:00:00,18.1,64,6.9
2024-05-14 10:00:00,20.1,53,7.7
2024-05-14 11:00:00,20.9,51,9.9
2024-05-14 12:00:00,21.0,53,10.0
2024-05-14 13:00:00,21.5,51,10.7
2024-05-14 14:00:00,20.5,60,10.9
2024-05-14 15:00:00,19.7,64,8.6
2024-05-14 16:00:00,18.5,68,8.3
2024-05-14 17:00:00,17.1,77,10.7
2024-05-14 18:00:00,15.4,83,6.4
2024-05-14 19:00:00,14.4,89,6.3
2024-05-14 20:00:00,13.1,92,4.7
2024-05-14 21:00:00,13.0,93,3.5
2024-05-14 22:00:00,12.4,95,4.1
2024-05-14 23:00:00,11.4,97,5.0
2024-05-15 00:00:00,10.9,97,6.1
2024-05-15 01:00:00,11.0,96,5.1
2024-05-15 02:00:00,11.4,94,4.6
2024-05-15 03:00:00,9.9,97,6.0
2024-05-15 04:00:00,10.9,95,3.2
2024-05-15 05:00:00,9.9,97,5.6
2024-05-15 06:00:00,9.8,96,5.4
2024-05-15 07:00:00,12.1,92,2.9
2024-05-15 08:00:00,13.6,87,1.0
2024-05-15 09:00:00,15.6,77,1.3
2024-05-15 10:00:00,17.5,68,4.4
2024-05-15 11:00:00,19.2,63,5.9
2024-05-15 12:00:00,20.7,57,8.5
2024-05-15 13:00:00,20.9,56,8.1
2024-05-15 14:00:00,20.6,56,6.3
2024-05-15 15:00:00,19.7,57,6.6
2024-05-15 16:00:00,18.3,64,7.7
2024-05-15 17:00:00,16.0,79,6.4
2024-05-15 18:00:00,14.6,85,5.7
2024-05-15 19:00:00,13.6,92,3.8
2024-05-15 20:00:00,13.1,100,1.9
2024-05-15 21:00:00,12.6,100,2.8
2024-05-15 22:00:00,13.2,98,1.8
2024-05-15 23:00:00,12.4,99,1.5
2024-05-16 00:00:00,11.5,99,3.7
2024-05-16 01:00:00,11.1,100,4.7
2024-05-16 02:00:00,11.7,100,2.6
2024-05-16 03:00:00,11.2,100,2.1
2024-05-16 04:00:00,10.8,100,2.5
2024-05-16 05:00:00,10.9,100,3.1
2024-05-16 06:00:00,10.9,97,4.8
2024-05-16 07:00:00,11.4,96,5.3
2024-05-16 08:00:00,14.0,85,3.2
2024-05-16 09:00:00,16.4,74,3.1
2024-05-16 10:00:00,16.9,76,4.4
2024-05-16 11:00:00,18.2,71,3.8
2024-05-16 12:00:00,20.0,61,4.0
2024-05-16 13:00:00,20.7,59,8.9
2024-05-16 14:00:00,19.1,70,9.8
2024-05-16 15:00:00,18.5,75,7.4
2024-05-16 16:00:00,18.2,73,2.2
2024-05-16 17:00:00,16.2,90,2.7
2024-05-16 18:00:00,14.1,96,5.9
2024-05-16 19:00:00,13.1,96,3.9
2024-05-16 20:00:00,13.1,97,3.6
2024-05-16 21:00:00,12.9,99,3.1
2024-05-16 22:00:00,12.8,98,3.9
2024-05-16 23:00:00,12.2,98,4.7
2024-05-17 00:00:00,12.1,98,3.6
2024-05-17 01:00:00,11.6,98,3.4
2024-05-17 02:00:00,10.8,96,3.3
2024-05-17 03:00:00,10.6,97,1.1
2024-05-17 04:00:00,9.9,98,3.1
2024-05-17 05:00:00,9.2,98,3.8
2024-05-17 06:00:00,8.9,99,3.2
2024-05-17 07:00:00,12.1,93,3.1
2024-05-17 08:00:00,14.9,82,2.2
2024-05-17 09:00:00,16.9,73,2.2
2024-05-17 10:00:00,18.0,65,4.9
2024-05-17 11:00:00,18.6,63,8.4
2024-05-17 12:00:00,19.9,58,11.2
2024-05-17 13:00:00,20.6,54,11.8
2024-05-17 14:00:00,20.6,54,10.9
2024-05-17 15:00:00,20.8,53,10.2
2024-05-17 16:00:00,19.8,59,9.9
2024-05-17 17:00:00,18.5,68,9.2
2024-05-17 18:00:00,15.9,78,7.3
2024-05-17 19:00:00,14.2,85,5.2
2024-05-17 20:00:00,12.1,92,6.1
2024-05-17 21:00:00,11.6,94,4.1
2024-05-17 22:00:00,10.9,96,4.0
2024-05-17 23:00:00,9.8,98,3.3
2024-05-18 00:00:00,9.1,98,4.7
2024-05-18 01:00:00,8.8,98,4.2
2024-05-18 02:00:00,8.7,98,3.9
2024-05-18 03:00:00,8.4,97,4.0
2024-05-18 04:00:00,8.1,96,3.7
2024-05-18 05:00:00,8.1,97,3.8
2024-05-18 06:00:00,7.8,97,2.6
2024-05-18 07:00:00,11.9,85,3.6
2024-05-18 08:00:00,14.9,75,1.9
2024-05-18 09:00:00,17.2,68,1.1
2024-05-18 10:00:00,18.4,65,3.7
2024-05-18 11:00:00,20.3,60,7.9
2024-05-18 12:00:00,21.4,56,9.4
2024-05-18 13:00:00,20.8,59,11.7
2024-05-18 14:00:00,19.6,69,11.2
2024-05-18 15:00:00,18.6,72,11.3
2024-05-18 16:00:00,18.2,70,9.8
2024-05-18 17:00:00,16.1,81,7.2
2024-05-18 18:00:00,14.4,90,5.4
2024-05-18 19:00:00,13.1,94,4.6
2024-05-18 20:00:00,12.9,95,3.4
2024-05-18 21:00:00,13.0,93,4.4
2024-05-18 22:00:00,13.2,93,2.6
2024-05-18 23:00:00,12.6,95,2.5
2024-05-19 00:00:00,11.1,98,4.5
2024-05-19 01:00:00,10.6,98,4.3
2024-05-19 02:00:00,9.8,99,4.3
2024-05-19 03:00:00,8.8,99,6.2
2024-05-19 04:00:00,8.6,98,5.4
2024-05-19 05:00:00,8.3,98,5.2
2024-05-19 06:00:00,8.2,98,5.4
2024-05-19 07:00:00,12.2,92,2.3
2024-05-19 08:00:00,14.9,85,2.4
2024-05-19 09:00:00,16.9,72,7.4
2024-05-19 10:00:00,18.0,65,9.8
2024-05-19 11:00:00,18.2,64,11.4
2024-05-19 12:00:00,20.0,58,10.5
2024-05-19 13:00:00,20.4,56,12.2
2024-05-19 14:00:00,19.9,59,12.7
2024-05-19 15:00:00,19.5,61,11.2
2024-05-19 16:00:00,19.1,62,11.1
2024-05-19 17:00:00,18.0,68,9.4
2024-05-19 18:00:00,16.0,76,9.2
2024-05-19 19:00:00,14.4,83,10.0
2024-05-19 20:00:00,12.0,92,5.5
2024-05-19 21:00:00,11.5,93,6.1
2024-05-19 22:00:00,11.1,95,5.9
2024-05-19 23:00:00,10.4,97,4.7
2024-05-20 00:00:00,11.1,97,5.1
2024-05-20 01:00:00,10.8,98,2.9
2024-05-20 02:00:00,10.9,98,3.3
2024-05-20 03:00:00,11.5,94,4.1
2024-05-20 04:00:00,10.6,95,6.0
2024-05-20 05:00:00,11.0,92,4.3
2024-05-20 06:00:00,10.3,96,3.3
2024-05-20 07:00:00,12.9,88,1.8
2024-05-20 08:00:00,15.9,74,4.2
2024-05-20 09:00:00,17.0,71,6.7
2024-05-20 10:00:00,17.9,67,7.9
2024-05-20 11:00:00,19.4,60,7.2
2024-05-20 12:00:00,19.6,59,7.6
2024-05-20 13:00:00,19.5,63,6.1
2024-05-20 14:00:00,17.1,81,3.5
2024-05-20 15:00:00,17.1,79,7.2
2024-05-20 16:00:00,16.2,85,6.9
2024-05-20 17:00:00,15.1,92,5.2
2024-05-20 18:00:00,13.6,98,5.2
2024-05-20 19:00:00,13.0,98,4.9
2024-05-20 20:00:00,12.4,95,5.5
2024-05-20 21:00:00,12.9,93,4.0
2024-05-20 22:00:00,13.2,94,2.5
2024-05-20 23:00:00,12.6,97,3.3
2024-05-21 00:00:00,12.1,98,3.6
2024-05-21 01:00:00,11.8,98,4.2
2024-05-21 02:00:00,12.1,96,4.2
2024-05-21 03:00:00,12.1,94,2.9
2024-05-21 04:00:00,12.1,95,3.4
2024-05-21 05:00:00,11.9,98,3.4
2024-05-21 06:00:00,11.4,98,4.7
2024-05-21 07:00:00,13.1,94,1.3
2024-05-21 08:00:00,15.1,81,4.6
2024-05-21 09:00:00,17.0,71,8.3
2024-05-21 10:00:00,18.0,64,9.7
2024-05-21 11:00:00,18.9,59,13.3
2024-05-21 12:00:00,20.0,55,16.2
2024-05-21 13:00:00,19.9,56,15.8
2024-05-21 14:00:00,19.4,59,13.2
2024-05-21 15:00:00,19.4,59,13.0
2024-05-21 16:00:00,19.0,60,11.2
2024-05-21 17:00:00,17.5,69,7.9
2024-05-21 18:00:00,15.5,79,6.8
2024-05-21 19:00:00,14.0,87,5.3
2024-05-21 20:00:00,12.4,94,5.9
2024-05-21 21:00:00,12.1,94,4.7
2024-05-21 22:00:00,12.1,95,4.2
2024-05-21 23:00:00,11.8,96,4.5
2024-05-22 00:00:00,11.4,97,4.0
2024-05-22 01:00:00,11.3,97,3.0
2024-05-22 02:00:00,11.1,98,2.5
2024-05-22 03:00:00,10.9,98,3.1
2024-05-22 04:00:00,11.3,97,2.3
2024-05-22 05:00:00,11.2,97,1.5
2024-05-22 06:00:00,11.1,97,1.5
2024-05-22 07:00:00,12.8,91,2.4
2024-05-22 08:00:00,14.9,80,0.8
2024-05-22 09:00:00,16.3,75,1.5
2024-05-22 10:00:00,17.2,70,2.3
2024-05-22 11:00:00,18.4,66,5.4
2024-05-22 12:00:00,19.1,61,9.2
2024-05-22 13:00:00,19.9,57,10.4
2024-05-22 14:00:00,19.8,58,12.0
2024-05-22 15:00:00,19.5,59,12.0
2024-05-22 16:00:00,19.0,61,11.5
2024-05-22 17:00:00,18.1,65,6.8
2024-05-22 18:00:00,15.2,81,4.2
2024-05-22 19:00:00,14.4,85,4.5
2024-05-22 20:00:00,13.4,88,5.2
2024-05-22 21:00:00,12.2,95,4.8
2024-05-22 22:00:00,11.0,98,4.5
2024-05-22 23:00:00,10.4,99,3.6
2024-05-23 00:00:00,9.4,100,4.2
2024-05-23 01:00:00,9.2,100,3.7
2024-05-23 02:00:00,9.4,100,2.5
2024-05-23 03:00:00,9.1,100,3.3
2024-05-23 04:00:00,9.2,99,2.9
2024-05-23 05:00:00,9.1,99,2.9
2024-05-23 06:00:00,9.0,99,2.8
2024-05-23 07:00:00,11.8,91,3.2
2024-05-23 08:00:00,15.2,79,4.1
2024-05-23 09:00:00,16.9,73,4.4
2024-05-23 10:00:00,19.0,63,2.9
2024-05-23 11:00:00,19.5,65,7.6
2024-05-23 12:00:00,20.8,56,10.7
2024-05-23 13:00:00,21.0,54,11.8
2024-05-23 14:00:00,21.5,51,10.8
2024-05-23 15:00:00,21.2,53,9.2
2024-05-23 16:00:00,20.5,55,7.6
2024-05-23 17:00:00,18.2,68,7.7
2024-05-23 18:00:00,15.1,86,6.0
2024-05-23 19:00:00,14.7,86,5.2
2024-05-23 20:00:00,14.1,90,1.1
2024-05-23 21:00:00,12.4,97,1.9
2024-05-23 22:00:00,11.4,99,2.9
2024-05-23 23:00:00,10.6,99,3.6
2024-05-24 00:00:00,9.4,100,2.2
2024-05-24 01:00:00,9.4,99,3.4
2024-05-24 02:00:00,9.0,100,2.3
2024-05-24 03:00:00,9.1,100,2.4
2024-05-24 04:00:00,8.6,100,2.5
2024-05-24 05:00:00,8.1,100,2.6
2024-05-24 06:00:00,8.9,99,3.7
2024-05-24 07:00:00,11.8,89,3.7
2024-05-24 08:00:00,14.7,79,1.1
2024-05-24 09:00:00,17.0,71,2.3
2024-05-24 10:00:00,18.6,64,3.6
2024-05-24 11:00:00,20.8,53,4.7
2024-05-24 12:00:00,21.9,49,6.9
2024-05-24 13:00:00,22.4,48,6.8
2024-05-24 14:00:00,22.0,50,5.6
2024-05-24 15:00:00,21.0,53,10.0
2024-05-24 16:00:00,19.5,61,11.6
2024-05-24 17:00:00,17.2,78,9.9
2024-05-24 18:00:00,15.3,92,4.8
2024-05-24 19:00:00,14.4,89,6.2
2024-05-24 20:00:00,12.7,98,4.3
2024-05-24 21:00:00,12.6,98,3.5
2024-05-24 22:00:00,11.6,100,2.9
2024-05-24 23:00:00,11.4,99,3.1
2024-05-25 00:00:00,11.4,98,2.5
2024-05-25 01:00:00,10.7,98,2.9
2024-05-25 02:00:00,10.4,99,2.3
2024-05-25 03:00:00,9.9,98,3.1
2024-05-25 04:00:00,9.6,99,1.5
2024-05-25 05:00:00,9.4,100,1.1
2024-05-25 06:00:00,9.4,99,0.8
2024-05-25 07:00:00,11.5,94,1.8
2024-05-25 08:00:00,13.5,89,2.3
2024-05-25 09:00:00,14.6,88,1.9
2024-05-25 10:00:00,15.4,85,2.6
2024-05-25 11:00:00,15.4,87,4.6
2024-05-25 12:00:00,16.2,83,5.2
2024-05-25 13:00:00,18.2,71,4.0
2024-05-25 14:00:00,19.0,64,3.3
2024-05-25 15:00:00,19.4,62,3.7
2024-05-25 16:00:00,18.7,62,5.8
2024-05-25 17:00:00,17.2,69,6.9
2024-05-25 18:00:00,15.2,76,7.2
2024-05-25 19:00:00,13.4,84,5.8
2024-05-25 20:00:00,12.2,99,3.7
2024-05-25 21:00:00,12.4,98,1.8
2024-05-25 22:00:00,12.0,99,0.5
2024-05-25 23:00:00,10.7,99,2.0
2024-05-26 00:00:00,10.9,97,1.3
2024-05-26 01:00:00,10.2,97,1.1
2024-05-26 02:00:00,9.6,98,6.4
2024-05-26 03:00:00,10.1,98,2.5
2024-05-26 04:00:00,9.9,98,2.9
2024-05-26 05:00:00,9.6,98,3.8
2024-05-26 06:00:00,10.2,96,3.1
2024-05-26 07:00:00,11.6,96,1.6
2024-05-26 08:00:00,13.4,93,1.5
2024-05-26 09:00:00,14.9,84,4.7
2024-05-26 10:00:00,16.4,75,6.1
2024-05-26 11:00:00,17.5,68,6.8
2024-05-26 12:00:00,18.5,63,6.1
2024-05-26 13:00:00,17.8,66,6.4
2024-05-26 14:00:00,19.1,62,8.3
2024-05-26 15:00:00,19.8,59,9.5
2024-05-26 16:00:00,19.0,60,12.2
2024-05-26 17:00:00,17.6,67,9.7
2024-05-26 18:00:00,15.1,81,3.6
2024-05-26 19:00:00,13.6,89,4.1
2024-05-26 20:00:00,11.6,93,5.2
2024-05-26 21:00:00,12.1,93,4.7
2024-05-26 22:00:00,11.4,95,5.1
2024-05-26 23:00:00,11.2,96,5.1
2024-05-27 00:00:00,11.1,96,4.9
2024-05-27 01:00:00,11.7,95,2.9
2024-05-27 02:00:00,11.2,97,2.6
2024-05-27 03:00:00,10.6,99,3.1
2024-05-27 04:00:00,10.6,99,2.5
2024-05-27 05:00:00,10.2,100,3.7
2024-05-27 06:00:00,10.1,99,2.4
2024-05-27 07:00:00,11.9,89,4.7
2024-05-27 08:00:00,14.5,77,3.6
2024-05-27 09:00:00,17.5,64,3.8
2024-05-27 10:00:00,18.7,57,5.6
2024-05-27 11:00:00,19.4,56,8.0
2024-05-27 12:00:00,19.3,56,10.6
2024-05-27 13:00:00,19.8,59,8.9
2024-05-27 14:00:00,20.0,58,9.5
2024-05-27 15:00:00,19.5,57,11.2
2024-05-27 16:00:00,18.5,61,10.6
2024-05-27 17:00:00,17.5,67,7.6
2024-05-27 18:00:00,15.1,80,4.3
2024-05-27 19:00:00,13.4,89,4.5
2024-05-27 20:00:00,12.6,91,3.7
2024-05-27 21:00:00,12.0,94,4.1
2024-05-27 22:00:00,11.7,95,4.1
2024-05-27 23:00:00,12.6,92,2.8
2024-05-28 00:00:00,12.6,91,3.3
2024-05-28 01:00:00,12.6,92,3.1
2024-05-28 02:00:00,12.4,93,2.0
2024-05-28 03:00:00,12.2,94,1.8
2024-05-28 04:00:00,11.6,97,2.3
2024-05-28 05:00:00,11.9,95,1.8
2024-05-28 06:00:00,11.6,95,0.7
2024-05-28 07:00:00,13.0,87,4.7
2024-05-28 08:00:00,14.7,85,3.2
2024-05-28 09:00:00,16.8,75,1.8
2024-05-28 10:00:00,18.5,66,6.3
2024-05-28 11:00:00,19.9,58,9.7
2024-05-28 12:00:00,20.1,56,10.5
2024-05-28 13:00:00,21.2,51,10.7
2024-05-28 14:00:00,21.1,50,12.8
2024-05-28 15:00:00,20.7,51,11.5
2024-05-28 16:00:00,19.8,55,12.8
2024-05-28 17:00:00,18.2,63,7.8
2024-05-28 18:00:00,15.7,77,4.3
2024-05-28 19:00:00,15.1,79,6.3
2024-05-28 20:00:00,14.4,90,5.6
2024-05-28 21:00:00,13.9,97,2.5
2024-05-28 22:00:00,13.5,100,2.2
2024-05-28 23:00:00,13.1,99,1.8
2024-05-29 00:00:00,12.8,99,3.2
2024-05-29 01:00:00,12.7,100,0.8
2024-05-29 02:00:00,12.6,100,1.8
2024-05-29 03:00:00,12.4,100,1.1
2024-05-29 04:00:00,12.4,100,2.2
2024-05-29 05:00:00,12.2,100,1.8
2024-05-29 06:00:00,12.2,100,7.2
2024-05-29 07:00:00,12.2,99,6.0
2024-05-29 08:00:00,13.8,90,3.9
2024-05-29 09:00:00,15.1,86,2.8
2024-05-29 10:00:00,17.1,77,3.2
2024-05-29 11:00:00,18.3,71,6.9
2024-05-29 12:00:00,18.0,73,9.4
2024-05-29 13:00:00,18.7,67,11.1
2024-05-29 14:00:00,18.0,68,12.5
2024-05-29 15:00:00,18.3,66,12.5
2024-05-29 16:00:00,18.2,63,9.2
2024-05-29 17:00:00,16.3,75,8.0
2024-05-29 18:00:00,14.6,88,3.6
2024-05-29 19:00:00,13.8,93,4.0
2024-05-29 20:00:00,12.0,100,2.8
2024-05-29 21:00:00,12.0,99,3.4
2024-05-29 22:00:00,11.9,99,3.7
2024-05-29 23:00:00,12.1,98,2.3
2024-05-30 00:00:00,12.1,97,1.1
2024-05-30 01:00:00,11.9,99,1.8
2024-05-30 02:00:00,11.8,99,2.6
2024-05-30 03:00:00,11.4,99,3.0
2024-05-30 04:00:00,11.4,99,2.6
2024-05-30 05:00:00,11.2,99,2.7
2024-05-30 06:00:00,11.4,99,1.6
2024-05-30 07:00:00,12.4,94,1.0
2024-05-30 08:00:00,13.2,92,4.2
2024-05-30 09:00:00,13.8,91,3.8
2024-05-30 10:00:00,16.0,82,2.9
2024-05-30 11:00:00,18.5,71,4.2
2024-05-30 12:00:00,16.9,78,6.6
2024-05-30 13:00:00,18.8,65,5.1
2024-05-30 14:00:00,18.0,69,11.2
2024-05-30 15:00:00,18.8,64,10.4
2024-05-30 16:00:00,17.4,69,10.2
2024-05-30 17:00:00,16.4,73,8.7
2024-05-30 18:00:00,14.6,83,7.6
2024-05-30 19:00:00,13.6,90,4.7
2024-05-30 20:00:00,12.8,94,2.5
2024-05-30 21:00:00,12.8,93,3.1
2024-05-30 22:00:00,12.6,95,3.1
2024-05-30 23:00:00,12.6,94,1.5
2024-05-31 00:00:00,12.1,97,2.0
2024-05-31 01:00:00,11.9,97,0.8
2024-05-31 02:00:00,11.9,98,0.4
2024-05-31 03:00:00,11.9,97,0.0
2024-05-31 04:00:00,11.8,97,0.8
2024-05-31 05:00:00,11.1,99,1.8
2024-05-31 06:00:00,11.2,98,1.9
2024-05-31 07:00:00,12.6,92,0.8
2024-05-31 08:00:00,14.6,82,4.4
2024-05-31 09:00:00,16.2,72,6.6
2024-05-31 10:00:00,17.6,64,10.0
2024-05-31 11:00:00,18.5,59,12.5
2024-05-31 12:00:00,19.5,55,13.0
2024-05-31 13:00:00,19.0,58,16.4
2024-05-31 14:00:00,19.1,58,12.9
2024-05-31 15:00:00,19.0,56,11.2
2024-05-31 16:00:00,17.4,65,13.1
2024-05-31 17:00:00,16.0,72,11.5
2024-05-31 18:00:00,13.9,85,2.2
2024-05-31 19:00:00,12.9,92,2.2
2024-05-31 20:00:00,12.1,95,4.1
2024-05-31 21:00:00,12.1,95,3.4
2024-05-31 22:00:00,11.7,96,2.6
2024-05-31 23:00:00,11.6,97,2.3
2024-06-01 00:00:00,11.4,99,1.6
2024-06-01 01:00:00,11.2,99,0.7
2024-06-01 02:00:00,11.6,98,1.6
2024-06-01 03:00:00,10.6,100,2.4
2024-06-01 04:00:00,9.8,100,3.7
2024-06-01 05:00:00,9.3,100,4.0
2024-06-01 06:00:00,9.4,99,2.6
2024-06-01 07:00:00,11.4,96,1.4
2024-06-01 08:00:00,14.8,79,3.7
2024-06-01 09:00:00,17.0,67,7.4
2024-06-01 10:00:00,18.2,63,9.0
2024-06-01 11:00:00,19.3,59,13.1
2024-06-01 12:00:00,20.2,56,15.1
2024-06-01 13:00:00,20.3,56,17.7
2024-06-01 14:00:00,19.9,57,16.7
2024-06-01 15:00:00,19.8,57,16.9
2024-06-01 16:00:00,18.1,63,16.1
2024-06-01 17:00:00,17.1,68,13.2
2024-06-01 18:00:00,15.0,78,10.0
2024-06-01 19:00:00,13.6,85,7.0
2024-06-01 20:00:00,12.6,91,4.2
2024-06-01 21:00:00,12.6,93,3.4
2024-06-01 22:00:00,12.0,95,3.2
2024-06-01 23:00:00,11.4,97,3.7
2024-06-02 00:00:00,11.3,98,3.2
2024-06-02 01:00:00,11.5,98,2.3
2024-06-02 02:00:00,11.5,98,2.8
2024-06-02 03:00:00,11.9,95,2.8
2024-06-02 04:00:00,11.4,98,2.3
2024-06-02 05:00:00,10.9,99,3.2
2024-06-02 06:00:00,10.9,99,1.4
2024-06-02 07:00:00,13.1,88,2.9
2024-06-02 08:00:00,15.0,76,3.9
2024-06-02 09:00:00,16.4,69,5.4
2024-06-02 10:00:00,17.5,65,6.5
2024-06-02 11:00:00,18.6,62,9.6
2024-06-02 12:00:00,20.5,56,11.5
2024-06-02 13:00:00,20.5,56,11.2
2024-06-02 14:00:00,19.8,59,10.1
2024-06-02 15:00:00,19.9,56,10.0
2024-06-02 16:00:00,19.0,60,8.4
2024-06-02 17:00:00,17.6,70,4.3
2024-06-02 18:00:00,15.2,85,3.6
2024-06-02 19:00:00,14.4,86,5.5
2024-06-02 20:00:00,13.4,95,4.8
2024-06-02 21:00:00,13.3,93,5.1
2024-06-02 22:00:00,12.6,94,3.9
