RMSE_xgboost,MAE_xgboost,RMSE_prophet,MAE_prophet,Skill_RMSE_vs_prophet,Skill_MAE_vs_prophet
1.3244552110076826,1.009388230402267,1.660160902218907,1.2899688044973736,0.20221274381448995,0.2175095809424885
